aligner,instance,time,ram,sp,tc
muscle,benchmarks/bralibase/data-set1/rRNA/aln86.tfa,0.007276033,3552,0.77,0.61
muscle,benchmarks/bralibase/data-set1/rRNA/aln87.tfa,0.007677651,3640,0.904,0.84
muscle,benchmarks/bralibase/data-set1/rRNA/aln88.tfa,0.006761678,3584,0.812,0.67
muscle,benchmarks/bralibase/data-set1/rRNA/aln89.tfa,0.006811521,3548,0.875,0.8
muscle,benchmarks/bralibase/data-set1/rRNA/aln9.tfa,0.008162054,3588,0.92,0.89
muscle,benchmarks/bralibase/data-set1/tRNA/aln1.tfa,0.004719186,3372,0.405,0.28
muscle,benchmarks/bralibase/data-set1/tRNA/aln10.tfa,0.00361591,3364,0.232,0
muscle,benchmarks/bralibase/data-set1/tRNA/aln11.tfa,0.006168467,3344,0.631,0.54
muscle,benchmarks/bralibase/data-set1/tRNA/aln12.tfa,0.003823254,3400,0.957,0.91
muscle,benchmarks/bralibase/data-set1/tRNA/aln13.tfa,0.008739404,3404,0.961,0.95
muscle,benchmarks/bralibase/data-set1/tRNA/aln14.tfa,0.004271455,3360,0.426,0
muscle,benchmarks/bralibase/data-set1/tRNA/aln15.tfa,0.003287688,3360,0.784,0.73
muscle,benchmarks/bralibase/data-set1/tRNA/aln16.tfa,0.003869817,3392,0.301,0
muscle,benchmarks/bralibase/data-set1/tRNA/aln17.tfa,0.004886978,3372,0.773,0.52
muscle,benchmarks/bralibase/data-set1/tRNA/aln18.tfa,0.00361843,3360,0.912,0.81
muscle,benchmarks/bralibase/data-set1/tRNA/aln19.tfa,0.007639278,3400,0.497,0
muscle,benchmarks/bralibase/data-set1/tRNA/aln2.tfa,0.004957043,3360,0.451,0
muscle,benchmarks/bralibase/data-set1/tRNA/aln20.tfa,0.00332283,3332,0.345,0.14
muscle,benchmarks/bralibase/data-set1/tRNA/aln21.tfa,0.009222417,3408,0.53,0.3
muscle,benchmarks/bralibase/data-set1/tRNA/aln22.tfa,0.00317856,3360,0.944,0.88
muscle,benchmarks/bralibase/data-set1/tRNA/aln23.tfa,0.004743908,3360,0.503,0
muscle,benchmarks/bralibase/data-set1/tRNA/aln24.tfa,0.003690075,3404,0.658,0.36
muscle,benchmarks/bralibase/data-set1/tRNA/aln25.tfa,0.003147768,3396,0.577,0.45
muscle,benchmarks/bralibase/data-set1/tRNA/aln26.tfa,0.004183209,3428,0.342,0.12
muscle,benchmarks/bralibase/data-set1/tRNA/aln27.tfa,0.003595068,3360,0.44,0.26
muscle,benchmarks/bralibase/data-set1/tRNA/aln28.tfa,0.008645547,3456,0.517,0.28
muscle,benchmarks/bralibase/data-set1/tRNA/aln29.tfa,0.003527074,3364,0.433,0
muscle,benchmarks/bralibase/data-set1/tRNA/aln3.tfa,0.003743908,3372,0.773,0.45
muscle,benchmarks/bralibase/data-set1/tRNA/aln30.tfa,0.003861697,3364,0.282,0.07
muscle,benchmarks/bralibase/data-set1/tRNA/aln31.tfa,0.004863896,3332,0.176,0
muscle,benchmarks/bralibase/data-set1/tRNA/aln32.tfa,0.004077021,3408,1,1
muscle,benchmarks/bralibase/data-set1/tRNA/aln33.tfa,0.004970384,3364,0.994,0.98
muscle,benchmarks/bralibase/data-set1/tRNA/aln34.tfa,0.00376287,3364,0.994,0.98
muscle,benchmarks/bralibase/data-set1/tRNA/aln35.tfa,0.00491478,3436,1,1
muscle,benchmarks/bralibase/data-set1/tRNA/aln36.tfa,0.003692295,3364,1,1
muscle,benchmarks/bralibase/data-set1/tRNA/aln37.tfa,0.004097463,3364,1,1
muscle,benchmarks/bralibase/data-set1/tRNA/aln38.tfa,0.00391091,3364,0.977,0.94
muscle,benchmarks/bralibase/data-set1/tRNA/aln39.tfa,0.003755639,3356,1,1
muscle,benchmarks/bralibase/data-set1/tRNA/aln4.tfa,0.004069132,3388,0.203,0
muscle,benchmarks/bralibase/data-set1/tRNA/aln40.tfa,0.009604484,3376,0.964,0.93
muscle,benchmarks/bralibase/data-set1/tRNA/aln41.tfa,0.003845096,3364,0.983,0.95
muscle,benchmarks/bralibase/data-set1/tRNA/aln42.tfa,0.009956858,3372,0.983,0.95
muscle,benchmarks/bralibase/data-set1/tRNA/aln43.tfa,0.002907531,3348,1,1
clustalo,benchmarks/balibase/RV12/BB12026.tfa,2.208647973,13492,0.862,0.64
muscle,benchmarks/bralibase/data-set1/tRNA/aln44.tfa,0.003256025,3372,0.994,0.98
muscle,benchmarks/bralibase/data-set1/tRNA/aln45.tfa,0.004010747,3384,1,1
muscle,benchmarks/bralibase/data-set1/tRNA/aln46.tfa,0.006154025,3388,0.931,0.84
muscle,benchmarks/bralibase/data-set1/tRNA/aln47.tfa,0.00621306,3368,0.981,0.97
muscle,benchmarks/bralibase/data-set1/tRNA/aln48.tfa,0.003319739,3348,1,1
muscle,benchmarks/bralibase/data-set1/tRNA/aln49.tfa,0.003344411,3344,1,1
muscle,benchmarks/bralibase/data-set1/tRNA/aln5.tfa,0.006182927,3444,0.176,0
muscle,benchmarks/bralibase/data-set1/tRNA/aln50.tfa,0.003586138,3364,1,1
muscle,benchmarks/bralibase/data-set1/tRNA/aln51.tfa,0.005770989,3408,0.979,0.97
muscle,benchmarks/bralibase/data-set1/tRNA/aln52.tfa,0.003042381,3352,0.986,0.98
muscle,benchmarks/bralibase/data-set1/tRNA/aln53.tfa,0.003634072,3356,0.963,0.93
muscle,benchmarks/bralibase/data-set1/tRNA/aln54.tfa,0.003773081,3420,0.982,0.97
muscle,benchmarks/bralibase/data-set1/tRNA/aln55.tfa,0.003350321,3352,0.981,0.97
muscle,benchmarks/bralibase/data-set1/tRNA/aln56.tfa,0.003624971,3356,0.969,0.94
muscle,benchmarks/bralibase/data-set1/tRNA/aln57.tfa,0.003260396,3352,0.97,0.95
muscle,benchmarks/bralibase/data-set1/tRNA/aln58.tfa,0.003351752,3352,0.921,0.88
muscle,benchmarks/bralibase/data-set1/tRNA/aln59.tfa,0.005036868,3352,0.96,0.94
muscle,benchmarks/bralibase/data-set1/tRNA/aln6.tfa,0.003767861,3424,0.681,0.22
muscle,benchmarks/bralibase/data-set1/tRNA/aln60.tfa,0.003922811,3352,0.96,0.94
muscle,benchmarks/bralibase/data-set1/tRNA/aln61.tfa,0.004001866,3356,0.979,0.97
muscle,benchmarks/bralibase/data-set1/tRNA/aln62.tfa,0.0060849,3400,0.853,0.73
muscle,benchmarks/bralibase/data-set1/tRNA/aln63.tfa,0.009858181,3376,0.983,0.95
muscle,benchmarks/bralibase/data-set1/tRNA/aln64.tfa,0.00302797,3372,0.976,0.95
muscle,benchmarks/bralibase/data-set1/tRNA/aln65.tfa,0.005510201,3348,0.976,0.95
muscle,benchmarks/bralibase/data-set1/tRNA/aln66.tfa,0.004497671,3380,0.853,0.73
muscle,benchmarks/bralibase/data-set1/tRNA/aln67.tfa,0.007290894,3372,0.995,0.98
muscle,benchmarks/bralibase/data-set1/tRNA/aln68.tfa,0.003341841,3352,0.99,0.98
muscle,benchmarks/bralibase/data-set1/tRNA/aln69.tfa,0.003466669,3376,0.983,0.95
muscle,benchmarks/bralibase/data-set1/tRNA/aln7.tfa,0.005036398,3380,0.89,0.76
muscle,benchmarks/bralibase/data-set1/tRNA/aln70.tfa,0.004914319,3372,0.99,0.98
muscle,benchmarks/bralibase/data-set1/tRNA/aln71.tfa,0.003208101,3380,0.983,0.95
muscle,benchmarks/bralibase/data-set1/tRNA/aln72.tfa,0.00289373,3352,1,1
muscle,benchmarks/bralibase/data-set1/tRNA/aln73.tfa,0.004435547,3420,0.981,0.97
muscle,benchmarks/bralibase/data-set1/tRNA/aln74.tfa,0.005057859,3344,1,1
muscle,benchmarks/bralibase/data-set1/tRNA/aln75.tfa,0.006983762,3464,0.981,0.97
muscle,benchmarks/bralibase/data-set1/tRNA/aln76.tfa,0.004142957,3412,1,1
muscle,benchmarks/bralibase/data-set1/tRNA/aln77.tfa,0.00709288,3368,0.941,0.87
muscle,benchmarks/bralibase/data-set1/tRNA/aln78.tfa,0.003544895,3372,0.946,0.9
muscle,benchmarks/bralibase/data-set1/tRNA/aln79.tfa,0.008126952,3328,0.934,0.9
muscle,benchmarks/bralibase/data-set1/tRNA/aln8.tfa,0.004892658,3376,0.469,0.09
muscle,benchmarks/bralibase/data-set1/tRNA/aln80.tfa,0.003590599,3312,0.927,0.87
muscle,benchmarks/bralibase/data-set1/tRNA/aln81.tfa,0.00447733,3364,0.93,0.9
muscle,benchmarks/bralibase/data-set1/tRNA/aln82.tfa,0.004824943,3404,1,1
muscle,benchmarks/bralibase/data-set1/tRNA/aln83.tfa,0.005677543,3416,1,1
muscle,benchmarks/bralibase/data-set1/tRNA/aln84.tfa,0.005575766,3416,1,1
muscle,benchmarks/bralibase/data-set1/tRNA/aln85.tfa,0.005606068,3404,1,1
muscle,benchmarks/bralibase/data-set1/tRNA/aln86.tfa,0.007824561,3404,1,1
muscle,benchmarks/bralibase/data-set1/tRNA/aln87.tfa,0.003165939,3340,1,1
muscle,benchmarks/bralibase/data-set1/tRNA/aln88.tfa,0.00418237,3332,0.927,0.87
muscle,benchmarks/bralibase/data-set1/tRNA/aln89.tfa,0.004289976,3328,0.921,0.87
muscle,benchmarks/bralibase/data-set1/tRNA/aln9.tfa,0.011923415,3404,0.676,0.41
muscle,benchmarks/bralibase/data-set1/tRNA/aln90.tfa,0.005656331,3348,0.932,0.9
muscle,benchmarks/bralibase/data-set1/tRNA/aln91.tfa,0.011608473,3376,0.937,0.87
muscle,benchmarks/bralibase/data-set1/tRNA/aln92.tfa,0.00376497,3352,0.935,0.87
muscle,benchmarks/bralibase/data-set1/tRNA/aln93.tfa,0.004440237,3372,0.919,0.87
muscle,benchmarks/bralibase/data-set1/tRNA/aln94.tfa,0.00491918,3416,1,1
muscle,benchmarks/bralibase/data-set1/tRNA/aln95.tfa,0.003382684,3420,0.981,0.97
muscle,benchmarks/bralibase/data-set1/tRNA/aln96.tfa,0.005854135,3432,1,1
muscle,benchmarks/bralibase/data-set1/tRNA/aln97.tfa,0.003192421,3428,1,1
muscle,benchmarks/bralibase/data-set1/tRNA/aln98.tfa,0.006136265,3372,0.981,0.97
muscle,benchmarks/bralibase/data-set2/aln1.tfa,0.004584337,3084,0.644,0.64
muscle,benchmarks/bralibase/data-set2/aln10.tfa,0.003264696,3080,0.986,0.98
muscle,benchmarks/bralibase/data-set2/aln100.tfa,0.003555025,3056,0.537,0.53
muscle,benchmarks/bralibase/data-set2/aln101.tfa,0.003076422,3056,0.552,0.55
muscle,benchmarks/bralibase/data-set2/aln102.tfa,0.004241033,3056,0.379,0.37
muscle,benchmarks/bralibase/data-set2/aln103.tfa,0.004309738,3060,0.394,0.39
muscle,benchmarks/bralibase/data-set2/aln104.tfa,0.003647902,3060,0.209,0.2
muscle,benchmarks/bralibase/data-set2/aln105.tfa,0.002807735,3056,0,0
muscle,benchmarks/bralibase/data-set2/aln106.tfa,0.003784471,3060,0.343,0.34
muscle,benchmarks/bralibase/data-set2/aln107.tfa,0.005015167,3060,0.612,0.61
muscle,benchmarks/bralibase/data-set2/aln108.tfa,0.002653743,3096,0.962,0.96
muscle,benchmarks/bralibase/data-set2/aln109.tfa,0.003976554,3048,0,0
muscle,benchmarks/bralibase/data-set2/aln11.tfa,0.003884138,3080,1,1
muscle,benchmarks/bralibase/data-set2/aln110.tfa,0.003451189,3068,0.456,0.45
muscle,benchmarks/bralibase/data-set2/aln111.tfa,0.003855727,3056,0,0
muscle,benchmarks/bralibase/data-set2/aln112.tfa,0.004795302,3076,0.152,0.15
muscle,benchmarks/bralibase/data-set2/aln113.tfa,0.00302846,3056,0,0
muscle,benchmarks/bralibase/data-set2/aln114.tfa,0.002990797,3060,0.106,0.1
muscle,benchmarks/bralibase/data-set2/aln115.tfa,0.0037611,3048,0.222,0.22
muscle,benchmarks/bralibase/data-set2/aln116.tfa,0.004758609,3060,0.03,0.02
muscle,benchmarks/bralibase/data-set2/aln117.tfa,0.003560226,3120,0.908,0.9
muscle,benchmarks/bralibase/data-set2/aln118.tfa,0.004252264,3128,1,1
muscle,benchmarks/bralibase/data-set2/aln119.tfa,0.004263965,3104,0.964,0.96
muscle,benchmarks/bralibase/data-set2/aln13.tfa,0.00288893,3084,0.986,0.98
muscle,benchmarks/bralibase/data-set2/aln14.tfa,0.003677444,3080,0.986,0.98
muscle,benchmarks/bralibase/data-set2/aln15.tfa,0.003089794,3080,0.366,0.36
muscle,benchmarks/bralibase/data-set2/aln16.tfa,0.005592437,3080,0.958,0.95
muscle,benchmarks/bralibase/data-set2/aln17.tfa,0.003661043,3080,0.958,0.95
muscle,benchmarks/bralibase/data-set2/aln18.tfa,0.004889138,3080,0.986,0.98
muscle,benchmarks/bralibase/data-set2/aln20.tfa,0.003194051,3096,0.767,0.76
muscle,benchmarks/bralibase/data-set2/aln21.tfa,0.003294038,3096,1,1
muscle,benchmarks/bralibase/data-set2/aln22.tfa,0.004166288,3096,0.986,0.98
muscle,benchmarks/bralibase/data-set2/aln23.tfa,0.003677164,3096,0.586,0.58
muscle,benchmarks/bralibase/data-set2/aln24.tfa,0.007863654,3096,0.529,0.52
muscle,benchmarks/bralibase/data-set2/aln25.tfa,0.002914822,3100,1,1
muscle,benchmarks/bralibase/data-set2/aln26.tfa,0.006156466,3096,0.824,0.82
muscle,benchmarks/bralibase/data-set2/aln27.tfa,0.002802134,3096,0.716,0.71
muscle,benchmarks/bralibase/data-set2/aln28.tfa,0.003583287,3096,0.918,0.91
muscle,benchmarks/bralibase/data-set2/aln29.tfa,0.004131255,3096,0.394,0.39
muscle,benchmarks/bralibase/data-set2/aln3.tfa,0.002480542,3084,0.958,0.95
muscle,benchmarks/bralibase/data-set2/aln30.tfa,0.003352532,3104,0.964,0.96
muscle,benchmarks/bralibase/data-set2/aln31.tfa,0.006412953,3088,1,1
muscle,benchmarks/bralibase/data-set2/aln32.tfa,0.004718506,3080,0.973,0.97
muscle,benchmarks/bralibase/data-set2/aln33.tfa,0.003543695,3080,1,1
muscle,benchmarks/bralibase/data-set2/aln34.tfa,0.003653482,3080,0.767,0.76
muscle,benchmarks/bralibase/data-set2/aln35.tfa,0.003793933,3080,0.958,0.95
muscle,benchmarks/bralibase/data-set2/aln36.tfa,0.004687643,3084,0.587,0.58
muscle,benchmarks/bralibase/data-set2/aln37.tfa,0.003111775,3084,0.865,0.86
muscle,benchmarks/bralibase/data-set2/aln38.tfa,0.004520552,3084,0.712,0.71
muscle,benchmarks/bralibase/data-set2/aln39.tfa,0.004438476,3084,0.816,0.81
muscle,benchmarks/bralibase/data-set2/aln4.tfa,0.002798894,3076,0.986,0.98
muscle,benchmarks/bralibase/data-set2/aln40.tfa,0.004405015,3084,0.611,0.61
muscle,benchmarks/bralibase/data-set2/aln41.tfa,0.003406536,3084,0.973,0.97
muscle,benchmarks/bralibase/data-set2/aln42.tfa,0.004477,3076,0.986,0.98
muscle,benchmarks/bralibase/data-set2/aln43.tfa,0.002775282,3080,0.736,0.73
muscle,benchmarks/bralibase/data-set2/aln44.tfa,0.002678475,3076,0.569,0.56
muscle,benchmarks/bralibase/data-set2/aln45.tfa,0.004580886,3076,0.986,0.98
muscle,benchmarks/bralibase/data-set2/aln46.tfa,0.008869263,3096,0.939,0.93
muscle,benchmarks/bralibase/data-set2/aln47.tfa,0.003929022,3096,0.944,0.94
muscle,benchmarks/bralibase/data-set2/aln48.tfa,0.003541944,3092,0.586,0.58
muscle,benchmarks/bralibase/data-set2/aln49.tfa,0.004466409,3072,0.944,0.94
muscle,benchmarks/bralibase/data-set2/aln5.tfa,0.002949794,3080,1,1
muscle,benchmarks/bralibase/data-set2/aln50.tfa,0.003314839,3076,0.592,0.59
muscle,benchmarks/bralibase/data-set2/aln51.tfa,0.003866977,3076,0.62,0.61
muscle,benchmarks/bralibase/data-set2/aln52.tfa,0.003144657,3076,0.986,0.98
muscle,benchmarks/bralibase/data-set2/aln53.tfa,0.00448794,3100,0.958,0.95
muscle,benchmarks/bralibase/data-set2/aln54.tfa,0.003317599,3108,0.963,0.96
muscle,benchmarks/bralibase/data-set2/aln55.tfa,0.003087893,3084,0.986,0.98
muscle,benchmarks/bralibase/data-set2/aln56.tfa,0.003288408,3076,1,1
muscle,benchmarks/bralibase/data-set2/aln57.tfa,0.005433125,3088,0.958,0.95
muscle,benchmarks/bralibase/data-set2/aln58.tfa,0.003439548,3084,0.944,0.94
muscle,benchmarks/bralibase/data-set2/aln59.tfa,0.003051521,3088,0.926,0.92
muscle,benchmarks/bralibase/data-set2/aln6.tfa,0.010778555,3084,0.973,0.97
muscle,benchmarks/bralibase/data-set2/aln60.tfa,0.003254755,3076,0.855,0.85
muscle,benchmarks/bralibase/data-set2/aln61.tfa,0.003321779,3072,0.634,0.63
muscle,benchmarks/bralibase/data-set2/aln62.tfa,0.004270065,3080,0.986,0.98
muscle,benchmarks/bralibase/data-set2/aln63.tfa,0.002780462,3088,0.514,0.51
muscle,benchmarks/bralibase/data-set2/aln64.tfa,0.003561106,3084,1,1
muscle,benchmarks/bralibase/data-set2/aln65.tfa,0.006017136,3084,0.589,0.58
muscle,benchmarks/bralibase/data-set2/aln66.tfa,0.003360642,3100,1,1
muscle,benchmarks/bralibase/data-set2/aln67.tfa,0.002602809,3084,0.93,0.92
muscle,benchmarks/bralibase/data-set2/aln68.tfa,0.00347246,3076,0.984,0.98
muscle,benchmarks/bralibase/data-set2/aln69.tfa,0.003227383,3076,0.62,0.61
muscle,benchmarks/bralibase/data-set2/aln7.tfa,0.00375405,3076,0.986,0.98
muscle,benchmarks/bralibase/data-set2/aln70.tfa,0.004731427,3076,1,1
muscle,benchmarks/bralibase/data-set2/aln71.tfa,0.006872485,3076,0.74,0.73
muscle,benchmarks/bralibase/data-set2/aln72.tfa,0.002915562,3072,0.606,0.6
muscle,benchmarks/bralibase/data-set2/aln73.tfa,0.003883349,3080,0.972,0.97
muscle,benchmarks/bralibase/data-set2/aln74.tfa,0.002876879,3080,0.75,0.75
muscle,benchmarks/bralibase/data-set2/aln75.tfa,0.002694346,3080,0.667,0.66
muscle,benchmarks/bralibase/data-set2/aln76.tfa,0.003857827,3084,0.958,0.95
muscle,benchmarks/bralibase/data-set2/aln77.tfa,0.003973135,3104,0.952,0.95
muscle,benchmarks/bralibase/data-set2/aln78.tfa,0.002581588,3096,0.976,0.97
muscle,benchmarks/bralibase/data-set2/aln79.tfa,0.003076642,3120,0.843,0.84
muscle,benchmarks/bralibase/data-set2/aln8.tfa,0.004353341,3088,0.959,0.95
muscle,benchmarks/bralibase/data-set2/aln80.tfa,0.004799292,3060,0.13,0.13
muscle,benchmarks/bralibase/data-set2/aln81.tfa,0.003532054,3064,0.493,0.49
muscle,benchmarks/bralibase/data-set2/aln82.tfa,0.002739129,3092,0.963,0.96
muscle,benchmarks/bralibase/data-set2/aln83.tfa,0.004754469,3072,0.5,0.5
muscle,benchmarks/bralibase/data-set2/aln84.tfa,0.003460309,3096,0.94,0.93
muscle,benchmarks/bralibase/data-set2/aln85.tfa,0.003357102,3124,0.943,0.94
muscle,benchmarks/bralibase/data-set2/aln86.tfa,0.002859918,3124,0.955,0.95
muscle,benchmarks/bralibase/data-set2/aln87.tfa,0.00361058,3124,0.864,0.86
muscle,benchmarks/bralibase/data-set2/aln88.tfa,0.002668714,3076,0.361,0.36
muscle,benchmarks/bralibase/data-set2/aln89.tfa,0.002915182,3076,0.958,0.95
muscle,benchmarks/bralibase/data-set2/aln9.tfa,0.002867998,3080,1,1
muscle,benchmarks/bralibase/data-set2/aln90.tfa,0.003436308,3076,0.795,0.79
muscle,benchmarks/bralibase/data-set2/aln91.tfa,0.004625429,3064,0.536,0.53
muscle,benchmarks/bralibase/data-set2/aln92.tfa,0.003550655,3080,0.229,0.22
muscle,benchmarks/bralibase/data-set2/aln93.tfa,0.002807684,3056,0.657,0.65
muscle,benchmarks/bralibase/data-set2/aln94.tfa,0.002644182,3080,1,1
muscle,benchmarks/bralibase/data-set2/aln95.tfa,0.002954464,3072,0.507,0.5
muscle,benchmarks/bralibase/data-set2/aln96.tfa,0.002660003,3072,0.343,0.34
muscle,benchmarks/bralibase/data-set2/aln97.tfa,0.002713368,3076,0.493,0.49
muscle,benchmarks/bralibase/data-set2/aln98.tfa,0.003635851,3052,0.333,0.33
muscle,benchmarks/bralibase/data-set2/aln99.tfa,0.003824955,3060,-1,-1
clustalo,benchmarks/balibase/RV12/BB12027.tfa,3.723177349,27488,0.923,0.73
clustalo,benchmarks/balibase/RV12/BB12028.tfa,0.923382593,18736,0.802,0.67
clustalo,benchmarks/balibase/RV12/BB12029.tfa,2.65680144,20812,0.795,0.92
clustalo,benchmarks/balibase/RV12/BB12030.tfa,3.431505574,79492,0.896,0.82
clustalo,benchmarks/balibase/RV12/BB12031.tfa,8.226853005,72700,0.786,0.65
clustalo,benchmarks/balibase/RV12/BB12032.tfa,0.107613748,3360,0.75,0.42
clustalo,benchmarks/balibase/RV12/BB12033.tfa,1.655488452,33564,0.712,0.62
clustalo,benchmarks/balibase/RV12/BB12034.tfa,0.210552522,7964,0.894,0.82
clustalo,benchmarks/balibase/RV12/BB12035.tfa,3.268398873,17020,0.899,0.59
clustalo,benchmarks/balibase/RV12/BB12036.tfa,0.264540914,5976,0.96,0.91
clustalo,benchmarks/balibase/RV12/BB12037.tfa,16.286363987,495964,0.837,0.63
clustalo,benchmarks/balibase/RV12/BB12038.tfa,7.039767237,320048,0.841,0.61
clustalo,benchmarks/balibase/RV12/BB12039.tfa,0.381672101,14312,0.862,0.65
clustalo,benchmarks/balibase/RV12/BB12040.tfa,0.101215054,4276,0.925,0.9
clustalo,benchmarks/balibase/RV12/BB12041.tfa,0.157951714,4196,0.601,0.23
clustalo,benchmarks/balibase/RV12/BB12042.tfa,0.742111134,22932,0.611,0.49
clustalo,benchmarks/balibase/RV12/BB12043.tfa,9.48192453,48120,0.891,0.67
clustalo,benchmarks/balibase/RV12/BB12044.tfa,3.476227013,29564,0.889,0.75
clustalo,benchmarks/balibase/RV12/BBS12001.tfa,2.232472785,19888,0.801,0.67
clustalo,benchmarks/balibase/RV12/BBS12002.tfa,0.185629384,4932,0.906,0.78
clustalo,benchmarks/balibase/RV12/BBS12003.tfa,0.082595706,3136,0.897,0.76
clustalo,benchmarks/balibase/RV12/BBS12004.tfa,1.058816844,7668,0.911,0.62
clustalo,benchmarks/balibase/RV12/BBS12005.tfa,0.349667895,5456,0.87,0.66
clustalo,benchmarks/balibase/RV12/BBS12006.tfa,0.138083659,5980,0.896,0.85
clustalo,benchmarks/balibase/RV12/BBS12007.tfa,6.157412351,73220,0.848,0.7
clustalo,benchmarks/balibase/RV12/BBS12008.tfa,1.813966479,12364,0.916,0.74
clustalo,benchmarks/balibase/RV12/BBS12009.tfa,0.04762675,3144,0.809,0.54
clustalo,benchmarks/balibase/RV12/BBS12010.tfa,0.588192538,9176,0.891,0.76
clustalo,benchmarks/balibase/RV12/BBS12011.tfa,4.556576191,29596,0.718,0.43
clustalo,benchmarks/balibase/RV12/BBS12012.tfa,0.31548191,10380,0.57,0.43
clustalo,benchmarks/balibase/RV12/BBS12013.tfa,2.675052484,32572,0.915,0.83
clustalo,benchmarks/balibase/RV12/BBS12014.tfa,0.06980561,3024,1,1
clustalo,benchmarks/balibase/RV12/BBS12015.tfa,0.229207641,4264,0.91,0.86
clustalo,benchmarks/balibase/RV12/BBS12016.tfa,0.088610351,3660,0.786,0.66
clustalo,benchmarks/balibase/RV12/BBS12017.tfa,1.298088986,18256,0.909,0.8
clustalo,benchmarks/balibase/RV12/BBS12018.tfa,1.557455508,47476,0.927,0.88
clustalo,benchmarks/balibase/RV12/BBS12019.tfa,0.960553812,21012,0.857,0.74
clustalo,benchmarks/balibase/RV12/BBS12020.tfa,0.07166197,4216,0.218,0
clustalo,benchmarks/balibase/RV12/BBS12021.tfa,0.066254476,3228,0.854,0.76
clustalo,benchmarks/balibase/RV12/BBS12022.tfa,0.059034147,3276,0.94,0.91
clustalo,benchmarks/balibase/RV12/BBS12023.tfa,1.612290272,34268,0.885,0.81
clustalo,benchmarks/balibase/RV12/BBS12024.tfa,0.177944479,6280,0.923,0.87
clustalo,benchmarks/balibase/RV12/BBS12025.tfa,0.058539813,3852,0.812,0.77
clustalo,benchmarks/balibase/RV12/BBS12026.tfa,1.488993225,7752,0.845,0.65
clustalo,benchmarks/balibase/RV12/BBS12027.tfa,0.588256717,5644,0.935,0.82
clustalo,benchmarks/balibase/RV12/BBS12028.tfa,0.438054753,7424,0.784,0.65
clustalo,benchmarks/balibase/RV12/BBS12029.tfa,0.777726191,7952,0.952,0.91
clustalo,benchmarks/balibase/RV12/BBS12030.tfa,0.253915576,6176,0.902,0.83
clustalo,benchmarks/balibase/RV12/BBS12031.tfa,8.098504677,71480,0.786,0.65
clustalo,benchmarks/balibase/RV12/BBS12032.tfa,0.090339779,3172,0.776,0.55
clustalo,benchmarks/balibase/RV12/BBS12033.tfa,0.651012806,11716,0.724,0.56
clustalo,benchmarks/balibase/RV12/BBS12034.tfa,0.206133445,7860,0.894,0.82
clustalo,benchmarks/balibase/RV12/BBS12035.tfa,1.842393664,7364,0.892,0.62
clustalo,benchmarks/balibase/RV12/BBS12036.tfa,0.221506866,5504,0.96,0.91
clustalo,benchmarks/balibase/RV12/BBS12037.tfa,3.340906196,21284,0.843,0.64
clustalo,benchmarks/balibase/RV12/BBS12038.tfa,0.678653761,7896,0.844,0.6
clustalo,benchmarks/balibase/RV12/BBS12039.tfa,0.123056987,3296,0.881,0.67
clustalo,benchmarks/balibase/RV12/BBS12040.tfa,0.082786866,3832,0.925,0.9
clustalo,benchmarks/balibase/RV12/BBS12041.tfa,0.12483811,3784,0.617,0.27
clustalo,benchmarks/balibase/RV12/BBS12042.tfa,0.679720624,21300,0.631,0.51
clustalo,benchmarks/balibase/RV12/BBS12043.tfa,2.902978697,8268,0.905,0.68
clustalo,benchmarks/balibase/RV12/BBS12044.tfa,3.322959658,27676,0.888,0.75
clustalo,benchmarks/balibase/RV20/BB20001.tfa,2.788316128,37404,0.076,0
clustalo,benchmarks/balibase/RV20/BB20002.tfa,26.37330073,296396,0.477,0
clustalo,benchmarks/balibase/RV20/BB20003.tfa,20.127427567,52800,0.951,0.32
clustalo,benchmarks/balibase/RV20/BB20004.tfa,24.231342936,49648,0.672,0.61
clustalo,benchmarks/balibase/RV20/BB20005.tfa,9.764452836,30780,0.752,0.07
clustalo,benchmarks/balibase/RV20/BB20006.tfa,4.289990344,9700,0.941,0.59
clustalo,benchmarks/balibase/RV20/BB20007.tfa,4.921542853,18520,0.777,0.36
clustalo,benchmarks/balibase/RV20/BB20008.tfa,61.274620662,350972,0.637,0
clustalo,benchmarks/balibase/RV20/BB20009.tfa,3.965650887,16040,0.932,0.6
clustalo,benchmarks/balibase/RV20/BB20010.tfa,35.067326816,111532,0.809,0.42
clustalo,benchmarks/balibase/RV20/BB20011.tfa,2.405817876,47416,0.853,0.56
clustalo,benchmarks/balibase/RV20/BB20012.tfa,7.765588087,53660,0.678,0.2
clustalo,benchmarks/balibase/RV20/BB20013.tfa,11.845512425,59480,0.604,0.25
clustalo,benchmarks/balibase/RV20/BB20014.tfa,16.127722132,67060,0.824,0.2
clustalo,benchmarks/balibase/RV20/BB20015.tfa,3.679225315,11740,0.535,0.02
clustalo,benchmarks/balibase/RV20/BB20016.tfa,3.958326804,35848,0.775,0.02
clustalo,benchmarks/balibase/RV20/BB20017.tfa,22.40195961,40396,0.932,0.59
clustalo,benchmarks/balibase/RV20/BB20018.tfa,6.294397645,14104,0.908,0.72
clustalo,benchmarks/balibase/RV20/BB20019.tfa,7.859469804,42772,0.843,0.2
clustalo,benchmarks/balibase/RV20/BB20020.tfa,1.988075439,23212,0.865,0.62
