aligner,instance,time,ram,SP,TC
clustalo,benchmarks/balibase/RV40/BB40043.tfa,3.21,3.21,0.650,0.390
clustalo,benchmarks/balibase/RV40/BB40044.tfa,3.79,3.79,0.869,0.640
clustalo,benchmarks/balibase/RV40/BB40045.tfa,0.73,0.73,0.585,0.260
clustalo,benchmarks/balibase/RV40/BB40046.tfa,14.07,14.07,0.635,0.260
clustalo,benchmarks/balibase/RV40/BB40047.tfa,145.45,145.45,0.901,0.560
clustalo,benchmarks/balibase/RV40/BB40048.tfa,12.02,12.02,0.879,0.680
clustalo,benchmarks/balibase/RV40/BB40049.tfa,219.42,219.42,0.851,0.420
clustalo,benchmarks/balibase/RV50/BB50001.tfa,10.86,10.86,0.615,0.420
clustalo,benchmarks/balibase/RV50/BB50002.tfa,4.0,4.0,0.422,0.000
clustalo,benchmarks/balibase/RV50/BB50003.tfa,21.62,21.62,0.534,0.300
clustalo,benchmarks/balibase/RV50/BB50004.tfa,1.51,1.51,0.945,0.850
clustalo,benchmarks/balibase/RV50/BB50005.tfa,4.79,4.79,0.934,0.750
clustalo,benchmarks/balibase/RV50/BB50006.tfa,63.64,63.64,0.645,0.180
clustalo,benchmarks/balibase/RV50/BB50007.tfa,2.09,2.09,0.589,0.010
clustalo,benchmarks/balibase/RV50/BB50008.tfa,4.05,4.05,0.850,0.670
clustalo,benchmarks/balibase/RV50/BB50009.tfa,7.55,7.55,0.695,0.200
clustalo,benchmarks/balibase/RV50/BB50010.tfa,5.04,5.04,0.661,0.350
clustalo,benchmarks/balibase/RV50/BB50011.tfa,13.05,13.05,0.598,0.210
clustalo,benchmarks/balibase/RV50/BB50012.tfa,86.99,86.99,0.630,0.210
clustalo,benchmarks/balibase/RV50/BB50013.tfa,1.35,1.35,0.906,0.700
clustalo,benchmarks/balibase/RV50/BB50014.tfa,17.31,17.31,0.863,0.660
clustalo,benchmarks/balibase/RV50/BB50015.tfa,17.51,17.51,0.538,0.160
clustalo,benchmarks/balibase/RV50/BB50016.tfa,15.92,15.92,0.789,0.390
clustalo,benchmarks/balibase/RV50/BBS50001.tfa,9.5,9.5,0.659,0.420
clustalo,benchmarks/balibase/RV50/BBS50002.tfa,1.08,1.08,0.369,0.000
clustalo,benchmarks/balibase/RV50/BBS50003.tfa,4.01,4.01,0.922,0.590
clustalo,benchmarks/balibase/RV50/BBS50005.tfa,4.39,4.39,0.933,0.760
clustalo,benchmarks/balibase/RV50/BBS50006.tfa,22.98,22.98,0.693,0.310
clustalo,benchmarks/balibase/RV50/BBS50007.tfa,1.62,1.62,0.623,0.010
clustalo,benchmarks/balibase/RV50/BBS50008.tfa,1.09,1.09,0.795,0.680
clustalo,benchmarks/balibase/RV50/BBS50009.tfa,2.05,2.05,0.825,0.240
clustalo,benchmarks/balibase/RV50/BBS50010.tfa,1.28,1.28,0.674,0.190
clustalo,benchmarks/balibase/RV50/BBS50011.tfa,9.18,9.18,0.586,0.230
clustalo,benchmarks/balibase/RV50/BBS50012.tfa,8.7,8.7,0.685,0.240
clustalo,benchmarks/balibase/RV50/BBS50013.tfa,0.78,0.78,0.894,0.670
clustalo,benchmarks/balibase/RV50/BBS50014.tfa,11.73,11.73,0.856,0.650
clustalo,benchmarks/balibase/RV50/BBS50015.tfa,4.13,4.13,0.554,0.180
clustalo,benchmarks/balibase/RV50/BBS50016.tfa,4.12,4.12,0.785,0.390
clustalo,benchmarks/bralibase/data-set1/SRP/aln1.tfa,0.26,0.26,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln10.tfa,0.27,0.27,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln11.tfa,0.27,0.27,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln12.tfa,0.29,0.29,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln13.tfa,0.26,0.26,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln14.tfa,0.24,0.24,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln15.tfa,0.26,0.26,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln16.tfa,0.27,0.27,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln17.tfa,0.26,0.26,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln18.tfa,0.25,0.25,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln19.tfa,0.26,0.26,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln2.tfa,0.27,0.27,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln20.tfa,0.25,0.25,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln21.tfa,0.26,0.26,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln22.tfa,0.25,0.25,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln23.tfa,0.24,0.24,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln24.tfa,0.27,0.27,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln25.tfa,0.25,0.25,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln26.tfa,0.27,0.27,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln27.tfa,0.27,0.27,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln28.tfa,0.28,0.28,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln29.tfa,0.24,0.24,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln3.tfa,0.24,0.24,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln30.tfa,0.29,0.29,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln31.tfa,0.24,0.24,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln32.tfa,0.27,0.27,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln33.tfa,0.26,0.26,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln34.tfa,0.27,0.27,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln35.tfa,0.26,0.26,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln36.tfa,0.24,0.24,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln37.tfa,0.27,0.27,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln38.tfa,0.26,0.26,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln39.tfa,0.27,0.27,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln4.tfa,0.26,0.26,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln40.tfa,0.28,0.28,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln41.tfa,0.26,0.26,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln42.tfa,0.26,0.26,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln43.tfa,0.27,0.27,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln44.tfa,0.26,0.26,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln45.tfa,0.25,0.25,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln46.tfa,0.27,0.27,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln47.tfa,0.24,0.24,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln48.tfa,0.27,0.27,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln49.tfa,0.27,0.27,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln5.tfa,0.26,0.26,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln50.tfa,0.28,0.28,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln51.tfa,0.25,0.25,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln52.tfa,0.24,0.24,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln53.tfa,0.23,0.23,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln54.tfa,0.24,0.24,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln55.tfa,0.22,0.22,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln56.tfa,0.22,0.22,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln57.tfa,0.23,0.23,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln58.tfa,0.24,0.24,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln59.tfa,0.25,0.25,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln6.tfa,0.26,0.26,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln60.tfa,0.22,0.22,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln61.tfa,0.22,0.22,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln62.tfa,0.24,0.24,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln63.tfa,0.23,0.23,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln64.tfa,0.24,0.24,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln65.tfa,0.24,0.24,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln66.tfa,0.23,0.23,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln67.tfa,0.24,0.24,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln68.tfa,0.23,0.23,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln69.tfa,0.23,0.23,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln7.tfa,0.27,0.27,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln70.tfa,0.23,0.23,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln71.tfa,0.24,0.24,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln72.tfa,0.23,0.23,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln73.tfa,0.23,0.23,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln74.tfa,0.22,0.22,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln75.tfa,0.22,0.22,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln76.tfa,0.22,0.22,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln77.tfa,0.23,0.23,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln78.tfa,0.23,0.23,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln79.tfa,0.22,0.22,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln8.tfa,0.26,0.26,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln80.tfa,0.24,0.24,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln81.tfa,0.24,0.24,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln82.tfa,0.22,0.22,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln83.tfa,0.29,0.29,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln84.tfa,0.28,0.28,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln85.tfa,0.27,0.27,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln86.tfa,0.28,0.28,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln87.tfa,0.24,0.24,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln88.tfa,0.3,0.3,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln89.tfa,0.26,0.26,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln9.tfa,0.25,0.25,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln90.tfa,0.29,0.29,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln91.tfa,0.24,0.24,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln92.tfa,0.26,0.26,-1,-1
clustalo,benchmarks/bralibase/data-set1/SRP/aln93.tfa,0.27,0.27,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln1.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln10.tfa,0.08,0.08,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln100.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln101.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln102.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln103.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln104.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln105.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln106.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln107.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln108.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln109.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln11.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln12.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln13.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln14.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln15.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln16.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln17.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln18.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln19.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln2.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln20.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln21.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln22.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln23.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln24.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln25.tfa,0.08,0.08,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln26.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln27.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln28.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln29.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln3.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln30.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln31.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln32.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln33.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln34.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln35.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln36.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln37.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln38.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln39.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln4.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln40.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln41.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln42.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln43.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln44.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln45.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln46.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln47.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln48.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln49.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln5.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln50.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln51.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln52.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln53.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln54.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln55.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln56.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln57.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln58.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln59.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln6.tfa,0.08,0.08,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln60.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln61.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln62.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln63.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln64.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln65.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln66.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln67.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln68.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln69.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln7.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln70.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln71.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln72.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln73.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln74.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln75.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln76.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln77.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln78.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln79.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln8.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln80.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln81.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln82.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln83.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln84.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln85.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln86.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln87.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln88.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln89.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln9.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln90.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln91.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln92.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln93.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln94.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln95.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln96.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln97.tfa,0.07,0.07,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln98.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/U5/aln99.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln1.tfa,0.03,0.03,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln10.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln11.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln12.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln13.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln14.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln15.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln16.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln17.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln18.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln19.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln2.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln20.tfa,0.03,0.03,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln21.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln22.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln23.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln24.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln25.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln26.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln27.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln28.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln29.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln3.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln30.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln31.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln32.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln33.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln34.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln35.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln36.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln37.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln38.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln39.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln4.tfa,0.03,0.03,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln40.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln41.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln42.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln43.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln44.tfa,0.03,0.03,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln45.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln46.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln47.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln48.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln49.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln5.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln50.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln51.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln52.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln53.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln54.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln55.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln56.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln57.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln58.tfa,0.05,0.05,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln59.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln6.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln60.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln61.tfa,0.04,0.04,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln62.tfa,0.06,0.06,-1,-1
clustalo,benchmarks/bralibase/data-set1/g2intron/aln63.tfa,0.08,0.08,-1,-1
